	latitude	longitude	radius	station	records
0	-79.25	-147.5	5.0	LITTLE ROCKFORD	309
1	-78.4	87.583	5.0	SOVIETSKAVA	273
2	-77.7333	-41.1167	5.0	ELLSWORTH IGY	2138
3	-76.2667	-147.5	5.0	LITTLE ROCKFORD	389
4	-70.4333	24.3167	5.0	BASE ROI BAUDOUIN	1097
5	-69.73	95.05	5.0	PIONERSKAVA	121
6	-66.27	100.73	5.0	BUNGER OASIS	548
7	-54.8	-68.3167	5.0	USHUAIA	1943
8	-53.1	73.7167	5.0	HEARD IS.(THESPIT)	2295
9	-51.7	-57.8667	5.0	STANLEY	4603
10	-36.85	174.78	5.0	AUCKLAND	2917
11	-34.58	-58.48	5.0	BUENOS AIRES	107
12	-33.6	115.4667	5.0	LUDLOW	539
13	-32.5667	148.95	5.0	WELLINGTON	948
14	-30.5167	151.65	5.0	ARMIDALE	728
15	-30.0833	145.9667	5.0	BOURKE (S23'05'11'17)	130
16	-30.01	131.583	5.0	MARALINGA	7453
17	-27.65	152.7167	5.0	AMBERLEY	2455
18	-27.4667	-58.9833	5.0	RESISTENCIA	1200
19	-22.03	-63.68	5.0	YACUIBA	670
20	-19.28	121.5	5.0	TALGARNO	297
21	-18.9	47.5333	5.0	TANANARIVE/SCM	4211
22	-17.6833	141.0667	5.0	NORMANTON AIRPORT	229
23	-17.38	-66.17	5.0	COCHABAMBA	1502
24	-16.2667	133.3833	5.0	DALY WATERS	20570
25	-15.2167	12.1667	5.0	MOCAMEDES	1595
26	-14.45	-67.53	5.0	RURRENABAQUE	125
27	-14.3667	-170.7833	5.0	LEONE BAY AMERICAN S	359
28	-13.55	32.583	5.0	CHIPATA	140
29	-12.37	13.53	5.0	LOBITO	100
30	-10.82	-65.37	5.0	GUAYARAMERIN	618
31	-4.05	-154.9833	5.0	MALDEN ISLAND AF	274
32	-2.2	-81.0	5.0	CHINCHIPE	601
33	5.3333	163.0167	5.0	KUSAIE/CAROLINES	1652
34	5.8833	-162.05	5.0	PALMYRA ISLAND	631
35	8.28	73.05	5.0	MALIKU	574
36	8.8667	2.6	5.0	TCHAOUROU	6364
37	10.3833	-9.3	5.0	KANKAN	11475
38	10.6833	-61.6167	5.0	TRINIDAD BWI	10395
39	11.87	-15.5	5.0	BISSAU	2569
40	12.98	74.88	5.0	MANGALORE/MANGALURU	3322
41	13.0667	-9.4833	5.0	KITA	4283
42	13.75	-60.98	5.0	VIEUX FORT	815
43	13.9667	108.65	5.0	AN KHE (VVAK)	224
44	14.4333	-11.4333	5.0	KAYES	12798
45	14.5	-4.2	5.0	MOPTI-SEVARE	11065
46	14.8	-17.0667	5.0	THIES	3844
47	15.15	76.95	5.0	BELLARY	989
48	15.58	32.55	5.0	AL-KHARTUM	3020
49	15.85	73.63	5.0	VENGURLA	121
50	16.7333	-9.6333	5.0	AIOUN ELATROUSS	4231
51	16.8167	107.0833	5.0	DONG HA	571
52	17.68	83.35	5.0	WALTAIR	3498
53	18.9	72.82	5.0	COLABA	973
54	18.9167	-155.6833	5.0	MORSE FIELD	492
55	20.57	74.53	5.0	MALEGAON	2563
56	22.0	120.75	5.0	467590	4646
57	22.37	-73.03	5.0	MAYAGUAN	1160
58	23.1	-82.43	5.0	VILLA SAN CRISTOBAL DE LA HABA	882
59	23.28	69.67	5.0	BHUJ	1679
60	23.6	58.55	5.0	BAIT AL FALAJ	4268
61	23.73	-99.11	5.0	CIUDAD VICTORIA	1366
62	23.8167	5.15	5.0	IN AMGUEL	144
63	24.3	118.083	5.0	CHIANGYANG	188
64	24.8333	113.5	5.0	CHU CHIANG	1393
65	25.0167	102.8333	5.0	KAN-HAI-TZU	598
66	25.13	62.32	5.0	GWADAR	4276
67	25.25	55.37	5.0	SHARJAH	2477
68	25.2667	-76.3	5.0	ELEUTHERA ISLAND	6389
69	25.5	29.02	5.0	AL-DAKHLA	2591
70	26.9667	1.0833	5.0	AOULEF	3606
71	27.2	31.12	5.0	ASYUT	4165
72	27.6667	98.3833	5.0	LA WANG/TZUKEI	857
73	27.7	68.92	5.0	SUKKUR	668
74	28.37	28.93	5.0	AL-WAHAT AL-BAHRIYA	1848
75	28.63	77.2	5.0	NEW DEHLI	2068
76	30.483	140.3	5.0	TORISHIMA	6556
77	31.08	77.18	5.0	SHIMLA	728
78	31.62	25.93	5.0	SIDI BARRANI	1563
79	31.62	74.4	5.0	LAHORE	12639
80	31.933	34.833	5.0	BEER-YA AQOV TO 401790	2572
81	32.9	13.2833	5.0	WHEELUS	18584
82	33.37	43.57	5.0	AL HABBANIYAH	5634
83	34.25	108.93	5.0	SIAN	196
84	35.28	139.67	5.0	YOKOSUKA	1414
85	36.7	119.1167	5.0	WEI HSIEN	254
86	36.77	3.05	5.0	ALGER	2691
87	37.4833	116.3667	5.0	TE HSIEN/TECHOW	498
88	37.85	91.65	5.0	MANGYA	1192
89	38.72	-9.15	5.0	LISBOA/GEOFISICO	669
90	39.283	109.75	5.0	CHASAKOCHI	3515
91	40.97	107.17	5.0	XAMBA	1094
92	41.1167	122.95	5.0	AN SHAN	362
93	41.75	103.9667	5.0	PANG-TING-TO-TO-KAI	1057
94	41.7833	95.1333	5.0	XING-XING-XIA	122
95	42.5833	-100.0	5.0	AINSWORTH AAF	1523
96	42.9167	-106.3333	5.0	CASPER WYO	10206
97	43.5833	-119.05	5.0	BURNS	7351
98	44.05	43.03	5.0	PJATIGORSK	230
99	44.62	33.53	5.0	SEWASTOPOL	723
100	45.9667	-112.5	5.0	BUTTE	12098
101	46.18	45.35	5.0	YASHKUL	3336
102	46.22	122.05	5.0	ULANHOT	2278
103	46.5667	-87.4	5.0	MARQUETTE	8748
104	46.817	130.333	5.0	CHIAMUSSU	2815
105	46.85	151.8667	5.0	SIMUSIR	4608
106	47.0	-15.0	5.0	WEATHERSHIP K CIRRUS	477
107	47.3	-54.0	5.0	ARGENTIA	11299
108	48.15	-103.5833	5.0	WILLISTON	6342
109	48.5667	-109.6667	5.0	HAVRE	20218
110	48.65	144.75	5.0	M. TERPENIYA (FL)	7763
111	48.7	-8.9167	5.0	ENVIRONM BUOY 62027	215
